-0,1,0,-0
-0.0032835,0.9949005,0.0100495,-0.0016665
-0.006468,0.989604,0.020196,-0.003332
-0.00955450000000001,0.9841135,0.0304365,-0.0049955
-0.012544,0.978432,0.040768,-0.006656
-0.0154375,0.9725625,0.0511875,-0.0083125
-0.018236,0.966508,0.061692,-0.009964
-0.0209405,0.9602715,0.0722785,-0.0116095
-0.023552,0.953856,0.082944,-0.013248
-0.0260715,0.9472645,0.0936855,-0.0148785
-0.0285,0.9405,0.1045,-0.0165
-0.0308385,0.9335655,0.1153845,-0.0181115
-0.033088,0.926464,0.126336,-0.019712
-0.0352495,0.9191985,0.1373515,-0.0213005
-0.037324,0.911772,0.148428,-0.022876
-0.0393125,0.9041875,0.1595625,-0.0244375
-0.041216,0.896448,0.170752,-0.025984
-0.0430355,0.8885565,0.1819935,-0.0275145
-0.044772,0.880516,0.193284,-0.029028
-0.0464265,0.8723295,0.2046205,-0.0305235
-0.048,0.864,0.216,-0.032
-0.0494935,0.8555305,0.2274195,-0.0334565
-0.050908,0.846924,0.238876,-0.034892
-0.0522445,0.8381835,0.2503665,-0.0363055
-0.053504,0.829312,0.261888,-0.037696
-0.0546875,0.8203125,0.2734375,-0.0390625
-0.055796,0.811188,0.285012,-0.040404
-0.0568305,0.8019415,0.2966085,-0.0417195
-0.057792,0.792576,0.308224,-0.043008
-0.0586815,0.7830945,0.3198555,-0.0442685
-0.0595,0.7735,0.3315,-0.0455
-0.0602485,0.7637955,0.3431545,-0.0467015
-0.060928,0.753984,0.354816,-0.047872
-0.0615395,0.7440685,0.3664815,-0.0490105
-0.062084,0.734052,0.378148,-0.050116
-0.0625625,0.7239375,0.3898125,-0.0511875
-0.062976,0.713728,0.401472,-0.052224
-0.0633255,0.7034265,0.4131235,-0.0532245
-0.063612,0.693036,0.424764,-0.054188
-0.0638365,0.6825595,0.4363905,-0.0551135
-0.064,0.672,0.448,-0.056
-0.0641035,0.6613605,0.4595895,-0.0568465
-0.064148,0.650644,0.471156,-0.057652
-0.0641345,0.6398535,0.4826965,-0.0584155
-0.064064,0.628992,0.494208,-0.059136
-0.0639375,0.6180625,0.5056875,-0.0598125
-0.063756,0.607068,0.517132,-0.060444
-0.0635205,0.5960115,0.5285385,-0.0610295
-0.063232,0.584896,0.539904,-0.061568
-0.0628915,0.5737245,0.5512255,-0.0620585
-0.0625,0.5625,0.5625,-0.0625
-0.0620585,0.5512255,0.5737245,-0.0628915
-0.061568,0.539904,0.584896,-0.063232
-0.0610295,0.5285385,0.5960115,-0.0635205
-0.060444,0.517132,0.607068,-0.063756
-0.0598125,0.5056875,0.6180625,-0.0639375
-0.059136,0.494208,0.628992,-0.064064
-0.0584155,0.4826965,0.6398535,-0.0641345
-0.057652,0.471156,0.650644,-0.064148
-0.0568465,0.4595895,0.6613605,-0.0641035
-0.056,0.448,0.672,-0.064
-0.0551135,0.4363905,0.6825595,-0.0638365
-0.054188,0.424764,0.693036,-0.063612
-0.0532245,0.4131235,0.7034265,-0.0633255
-0.052224,0.401472,0.713728,-0.062976
-0.0511875,0.3898125,0.7239375,-0.0625625
-0.050116,0.378148,0.734052,-0.062084
-0.0490105,0.3664815,0.7440685,-0.0615395
-0.047872,0.354816,0.753984,-0.060928
-0.0467015,0.3431545,0.7637955,-0.0602485
-0.0455,0.3315,0.7735,-0.0595
-0.0442685,0.3198555,0.7830945,-0.0586815
-0.043008,0.308224,0.792576,-0.057792
-0.0417195,0.2966085,0.8019415,-0.0568305
-0.040404,0.285012,0.811188,-0.055796
-0.0390625,0.2734375,0.8203125,-0.0546875
-0.037696,0.261888,0.829312,-0.053504
-0.0363055,0.2503665,0.8381835,-0.0522445
-0.034892,0.238876,0.846924,-0.050908
-0.0334565,0.2274195,0.8555305,-0.0494935
-0.032,0.216,0.864,-0.048
-0.0305235,0.2046205,0.8723295,-0.0464265
-0.029028,0.193284,0.880516,-0.044772
-0.0275145,0.1819935,0.8885565,-0.0430355
-0.025984,0.170752,0.896448,-0.041216
-0.0244375,0.1595625,0.9041875,-0.0393125
-0.022876,0.148428,0.911772,-0.037324
-0.0213005,0.1373515,0.9191985,-0.0352495
-0.019712,0.126336,0.926464,-0.033088
-0.0181115,0.1153845,0.9335655,-0.0308385
-0.0165,0.1045,0.9405,-0.0285
-0.0148785,0.0936855,0.9472645,-0.0260715
-0.013248,0.082944,0.953856,-0.023552
-0.0116095,0.0722785,0.9602715,-0.0209405
-0.009964,0.061692,0.966508,-0.018236
-0.0083125,0.0511875,0.9725625,-0.0154375
-0.006656,0.040768,0.978432,-0.012544
-0.0049955,0.0304365,0.9841135,-0.00955450000000001
-0.003332,0.020196,0.989604,-0.006468
-0.0016665,0.0100495,0.9949005,-0.0032835
